,pcomment
21,"['아주 만족하다 강아지 마리 기르다 있다', '마리 슬개골탈구 수술 이다 마리 인대 재건 술 이다 좀 뚱뚱하다 애가 걸 때 뒷다리 보다 밑 뼈 앞 툭툭 튀어나오다 저 그게 슬개골 움직이다 줄 알다 아니다 그대로 계속 걷다 인대 나가다 뻔 하다 선생님 상담 받다 때 이 가지 증상 대해 자세하다 설명 해주다 어떻다 수술 진행 되다 대해 서도 설명 해주다 입원 하다 병원 매일 사진 동영상 보내다 애기 상태 확인 하다 해주다 걱정 덜다 크다 도움 돼다 주말 오다 애기 퇴원 건강하다 지내다 원장 선생님 간호사 언니 감사하다']"
22,['수술 고민 신분 추천 드리다 여기저기 알아보다 비용 때문 고민 하다 중 마이펫 검색 해보다 파 점 강 점 있다 늦다 시각 이다 메세지 보내다 곳 바쁘다 보다 주 지나다 답 없다 요기 하루 안 답 오다 후기 없다 고민 하다 주가 흐르다 도그 다시 연락 드리다 상담 예약 하다 저희 개 안고 가다 동안 저 불안하다 초조하다 제 일찍 도착 하다 기다리다 있다 중 상담 전 응급 손님 친구 과 간호사 하다 이야기 듣다 되어다 내용 과잉 진료 없다 이야기 목소리 들다 선생님 분 알다 손님 상담 후 저 손님 말 이해 가다 제 약간 충 적 오라 가락 해 어째뜬 전 의사 쌤 상담 받다 중 뒷다리 안좋다 하다 같다 많다 상담 인하다 불안하다 꼬 충 적 수술 해주다 하다 말리다 다시 차근차근 상담 후 한쪽 수술 후 보조 제나 후관 리하 면서 보행 자다 지켜보다 하다 다음 수술 필요하다 아니다 결정 하다 좋다 하다 말 듣다 믿음 더욱 생기다 다른 병원 제 수술 해주다 한적 있다 거기 선 들다 덥다 썩 물다 비용 듣다 고민 좀 해보다 하다 나오다 여기다 말리다 뿐 아니다 비용 넘다 합리 적다 희개 어제 수술 하다 또 맘 사로자다 도그 카톡 부탁 드리다 아니다 어제 수술 하다 글 사진 깨어나다 짧다 동영상 밥 먹다 동영상 오늘 받다 이렇다 사소하다 배려 사랑 덕 꾸준하다 운영 해오다 해 혼자 알다 병원 이다 욤']
23,"['꼬똥 인대 수술 수술 마치다 지금 뛰어놀다 지내다 있다 읍니 마이 펫임 직원 의사 선생님 고맙다 이', '정말 감사하다 애가 뛰어놀다 어떻다 넘어지다 건지다 확인 하다 세도 무릎 다치다 버리다 십자 인대 재건 술 필요하다 상황 이다 정말 좋다 병원 좋다 선생님 만나다 수술 하다 되어다 감사하다 복 받다', '원장', '마펫 관계자']"
24,"['슬개골탈구 수술 대다 만족하다 우리 아이 다리 불편하다 병원 가다 슬개골탈구 진단 받다 좀더 진행 되다 다리 쓴다 하다 거기 서다 크다 수술 힘들다 하다 더 여기저기 알아보다 중 강사 모에 마이 펫 추천 하다 사이트 있다 처음 알다 눈팅 하다 아이엠 병원 오다 돼다 전 후기 여기저기 듣다 알다 병원 크다 수술 하다 병원 것 같다 유명하다 병원 듯 믿음 더 가다 홈페이지 블로그 뒤지다 비교 해보다 최종 선택 하다 힘들다 저렴하다 추가 비용 있다 아니다 걱정 하다 퇴원 하다 때 추가 비용 없다 요 한쪽 다리 절었었는데 퇴원 하다 때 걷기 시작 하다 직접 뵀을때 경황 없다 말씀 드리다 다리 쓰다 되다 정말 심각하다 걱정 하다 감사 드리다 강추 이다 마이 펫 플러스 아이엠 원장 진심 감사 드리다 명', '감사하다 슬개골탈구 기 수술 후기 이다 살 되다 말티 키우다 아이 언제 가다 다리 들다 다니다 산책 좀 하다 힘들다 혹시 하다 마음 병원 데려가다 슬개골탈구 의심 되다 수술 필요하다 정도 병원 수술 시키다 없다 신중하다 알아보다 동물병원 방문 하다 기 진행중 이다 처음 들다 보다 병명 이다 원장 친절하다 설명 덕분 자다 이해 하다 믿음 가다 바로 수술 진행 하다 수술 잘됫구 드레싱 풀 달 정도 지난 지금 자다 뛰어놀다 다시 활발해지다 원장 감사하다 수술 비도 부담 않다 친절하다 자세하다 설명 수술 결과 말 하다 좋다 적극 추천 해 임', '슬개골 수술 후기 병원 군데 찾아보다 가격 비싸다 애기 아프다 힘들다 하다 해주다 슬개골 탈구 비용 원래 비싸다 입원 때문 정말 애기 믿다 맡기다 있다 곳 찾다 여러 병원 방문 하다 정말 인근 주변 병원 방문 해보다 같다 마펫 결제 하다 예약 전화 드리다 상담 가다 원장 친절하다 강아지 이쁘다 해주시 사랑 해주다 고민 당일 날 입원 결정 하다 슬개골 어딘지 모르다 원장 귀찮다 것 것 물어보다 원장 수술 과정 후 치료 세다 친절하다 설명 해주다 가장 중요하다 수술 되어다 벌써 회복하다 뛰어다니다 구해 큐 아프다 때 산책 알다 하다 수술 정말 하다 같다 원장 감사하다 수술 후 치료 추가 비용 해주다 감사하다 강아지 키우다 지인 전도사 마냥 찬양 홍보 하다 다니다 감사하다']"
25,"['수술 지다 하다 달 돼다 자다 걷다 완전하다 회복 되다 건 아니다 가끔 다리 떨기', '확실하다 자다 걷다 되어다 수술 전 절뚝 거리 면서 전혀 다리 힘 못 주다 이제 자기 다리 힘 자다 걸다 완전하다 낫다 달 걸리다 하다 앞 더 좋아지다 선생님', '정말 감사 드리다 이', '수술 후 정상 생활 하다 있다 수술 하다 회복 정말 자다 케어 해주다 같다 과잉 진료 없다 값외 여기 결제 비용 전부 이다 그 뒤 번 재다 하다 때 그냥 보다 회복 더디다 아이 트라우마 때문 겁 많다 걸다 하다 않다 이제 산책 하다 자다 걸다 병원 알다 주신 독하다 다이어트 시키다 케어 및 영양 제도 주다 정말 초반 어찌 되다 아니다 걱정 많다 수술 자다 해주다 정말 감사하다 박', '이제 날아다니다 자다 뛰다 않다 강아지 생각 하다 대퇴골 기형 아프다 뛰다 개월 되다 아가 걱정 많다 원장 수술 전 수술 후 재활 세심 하다 신경 써다 주다 덕분 이제 잡다 없다 속도 붕붕 날아다니다 신경 써주다 병원 처음 보다 수술 수술 하다 흔적 찾다 하다 완벽하다 같다 감사하다 위', '감사하다 한쪽 다리 절었는데 대퇴골 제거 수술 받다 이제 자다 걸다 다니다 선생님 친절하다 수술 자다 돼다 애도 건강하다 모로 감사 드리다 표', '감사하다 불편하다 힘들다 걷다 아이 자다 걸다 다니다 늦다 해주다 같다 속상하다 지금 자다 다니다 되어다 기분 좋다 저렴하다 가격 자다 해주다 감사하다']"
26,"['슬개골탈구 수술 하다 길동 보호자 이다 후기 등록 양쪽 다리 슬개골 수술 하다 스피츠 길동 살 반 보호자 이다 쯤 길동 살 때 산책 하다 오른쪽 다리 절길 동네 자주 가다 동물병원 가다 를 찍다 왼쪽 슬개골탈구 기', '오른쪽 기 판정 내리다 당시 그 동물병원 슬개골 수술 비다 한쪽 다리 입원 비다 별도 이다 길동 살 성장 판이 닫히다 않다 제 하다 수 있다 방법 관절 양제', '집 바닥 매트 깔다', '높다 가구 없애다 등 슬개골 대해 공부 제 하다 수 있다 것 해주다 것 전부 이다 산책 하다 오른쪽 다리 점점 휘 걸 보다 마음 아프다 슬개골 수술 결심 하다 네이버 카페 강 모에 병원 검색 하다 중 의사 선생님 평이 좋다 강서 도 플러스 방향 잡다', '병원 방문 하다 하다 번 하다 예방접종 하다 겸 슬개골 물어보다 겸 하다 의사 선생님 다리 촉진 슬개골탈구 인지 진단 내리다 슬개골 수술 경험 많다 걸 느끼다 수 있다 길동 오른쪽 다리 기 만 수술 하다 왼쪽 다리 기 가다 기수 더 심해지다 나중 또 하다 하다 수도 있다 하다 양쪽 하다 마음 먹다 제 계속 케어 하다 수 있다 날짜 수술 날짜 예약 병원 목요일 진 하다 수술 하다 김 위생 위해 털 미용 같다 수술 하다 주일 입원 하다 동안 병원 선생님 매일 아침 카톡 길동 밥 먹다 영상 보내다 보고 싶다 마음 자다 누르다 수 있다 일주일 지나 퇴원 하다', '길동 관절 양제 사료 먹이 여느 때 다르다 자다 지내다 길동 퇴원 후 하다 정도 절뚝 거리 면서 걷다 주 쯤 되다 평소 때 다르다 자다 걸다 주가 지나 다리 안 아프다 뛰다 일어서다 하다 제지 하다 힘들다 달이 지나다 재 검진 받다 초 다시 병원 방문 하다 의사 선생님 길동 보다 걷다 모습 보다 하다 보시', '엑스레이 찍다 나서다 사진 보다 관리 자다 하다 것 같다 자다 걷다 말씀 하다 뿌듯 수술 하다 때 박다 핀 제거 하다 보통 빼다 걸 추천 하다 하다 핀 제거 수술 하다 핀 제거 수술 비용', '이다 소형견', '길동 중형견 비용 추가 되어다 하다 이 비용 마이 펫 플러스 비용 별도 지불 하다 핀 제거 수술 후 물약 받다 정해진 용량 먹이다 핀 제거 수술 하다 지금 아주 자다 뛰어다니다 요즘 안 아프다 또 점프 하다 고해 점프 하다 제지 하다 게 힘드다 수술 후 회복기 과정 길동 모습 길동 일상모습 보다 인스타그램 보시 되다 것 같다 제 후기 보호자 들다 많다 도움 되다 좋다 이', '안녕하다 콩', '깍지 엄마 콩', '깍지 마리 수술 받다 콩 개월 가량 때 슬개골탈구 전혀 모르다 사람 보다 보행 눈 띄다 이상하다 정도 발 딛다 않다 안 다리 심하다 바깥쪽 다리 틀어지다 걸음걸이 집 근처 병원 상담 받다 가보다 선천 슬개골탈구 의심 되다 하다 아이 어리다 수술 영양 제로 케어 하다 보호대 및 영양 제로 여지 껏 케어 해오다 날 생각 지도 하다 깍지 의자 내려오다 크게 통증 느끼다 집 근처 병원 데려가다 찍다 보다 깍지 슬개골 탈구 진행중 하다 이참 둘 수술 해주다 결심 여러 지인 물어보다 기도', '인터넷 타 사이트 등 달 가량 찾아보다 병원 리스트 쫙 뽑다 슬개골 탈구 유명하다 여러 지역 병원 문의 해보다 아차 들다 예후 좋다 하다 마리 감당 해내다 부담스럽다 병원 비 때문 쉽사리 수술 결정 내리다 그렇다 차다 강사 모 네이버 카페 강 서점 도 플러스 알 돼다 병원 블로그 및 방문 하다 후기 들다 보다 들다 칭찬 일색 상담 차 병원 전화 드리다 정말 제 우려 하다 부분 대해 콕 찌다 시원 설명 해주다 무엇 제 섣불리 수술 결정 리지 하다 비용 부분 타 병원 비다 저렴하다 메리트 진짜 컷던 것 같다 사실 아가 데리 병원 상담 가다 때 비용 저렴하다 조금 걱정 돼다 말씀드리다 원장 쌤 여태 해오다 수술 굳이 크다 금액 받다 않다 되다 것 같다 생각 하다 수술 대한 자부심 비추다 제 안심 아가 맡기다 것 같다 제 여지 껏 애 이틀 이상 떨어지다 본적 없다 콩', '깍지 입원 기간 일주일 동안 병원 톡 카톡 보내다 선생님 귀찮다 하다 전혀 그렇다 내색 없다 아가 사진 동영상 상태 어떻다 밥 먹다 아가 간식 챙기다 자다 케어 해주다 지금 생각 하다 감동 이다 오늘 로써 아가 수술 받다 주차 돼다 정말 우려 하다 달리 예후 좋다 눈 띄다 안 걸음 이다 콩 걸음걸이 곧다 진짜 최고 기쁘다 깍지 콩 심하다 하다 외관 티 자다 나다 아이 지금 수술 자국 보고 맞다 수술 하다 싶다 정도 자다 돌아다니다 먹다 잘쓰다 두 아이 자다 지내다 저 하나 열 만족하다 터 주변 지인 도 소개 시키다 드리다 비용 저렴하다 고민 하다 말다 직접 병원 방 하다 선생님 만나다 보시 상담 받다 보시 수술 결정 하다 괜찮다 것 같다 좋다 가격', '좋다 환경 수술 받다 해주다 다시 한번 감사 드리다 박', '퇴원 날 기다리다 슬개골탈구 수술 기 기 여 중성 하다 수술 대한 부담 크다 금액 대한 생각 있다 사이트 알 되다 문의 글 남기다 시간 상관없다 전화 주다 설명 해주다 굳이 이 수술 하다 나 하다 막연하다 생각 정리 되다 구매 하다 좋다 꼭 많다 곳 알아보다 좋다 단말 믿음 가다 주 주말 제 생각 병원 찿아 상담 받다 선생님 뵙다 느끼다 츤데레 같다 선생님 셧 제 불안하다 보 그렇다 장난 치다 걱정 말 툭 던지다 순간 주인 라면 것 들리다 심각하다 이야기 하다 요 직접 수술 아이 보여주다 건강하다 참다 내다 눈 보여주다 제 마음 안정 시키다 낳다 글 또 남다 선생님 고맙다 지금 하루하루 낳다 모습 보다 지금 선생님 만나다 다행 생각 드네 정말 감사하다 그리다 마이 펫 플러스 고맙다 좋다 일 쭈욱 해주다 해 감사하다 우리 애기 완전 낳다 그때 확인 글 올리다 수고 세영 아지 맘 홍', '순돌이 오늘 수술 하다 오늘 포메라니안 순돌이 슬개골 탈구 양쪽 뒷다리 둘 수술 하다 청주 비싸다 수술 비용 대한 부담 수술 하다 여부 대해 몇 달 동안 고민 망설이다 인터넷 마이 펫 플러스 알 되다 대표 번 전화 상담 하다 마이 펫 플러스 훌륭하다 좋다 취지 힘 얻다 도 플러스 강 서점 수술 받다 결정 하다 어젯밤 인터넷 마이 펫 플러스 관련 없다 곳 수술 받다 강아지 부작용 대해 읽다 보 잠도 못자다 불안하다 하다 원장 선생님 넘다 저 많다 궁금하다 질문 자세하다 설명 해주다 또한 친절하다 여러가지 수술 사례 보여주다 설명 자세하다 말씀 하다 주다 그 동안 불안하다 마음 믿음 생기다 마음 편안하다 순돌이 수술 끝나다 때 기다리다 동안 여기 슬개골 수술 받다 다른 강아지 아주 건강하다 원장 선생님 실력 좋다 훌륭하다 서로 자다 오다 입 모으다 동감 하다 힘드다 수술 견디다 마취 깨다 대견하다 순돌이 보 눈물 나다 오늘 수술 자다 되어다 일주일 뒤 퇴원 하다 날 벌써 기 다려지다 실력 좋다 원장 선생님 친절하다 간호사 선생님 마이 펫 플러스 대표 정말 감사하다 오늘 저녁 순돌이 자다 지내다 있다 동영상 보내다 감사하다']"
27,"['우리 애기 대퇴골 수술 햇 마이 펫 플러스 번 문의 검사 번 하다 반복 하다 원장 믿다 수술 하다 결심 햇 수술 잘됏 애기 발 다니다 때 가끔 있다 개월 정도 안됏으 시간 좀 더 지나다 재활 치료 하다 발 다니다 믿다 최', '수술 감사하다 수술 자다 해주다 감사하다 아이 회복 자다 하다 있다 친절하다 신경 써주다 마이 펫 플러스 안녕하다 마이 펫 플러스 이다 마이 펫 플러스 후기 이벤트 참가 방법', '블로그', '카페', '커뮤니티 등 이용 업체 대한 솔직 후기 작성 마이 펫 플러스 로그인 이용 상품 구매 평 간단하다 후기 해당 남다 익월 이후 당첨 글 내 이름 확인 하다 당첨 주의 사항 등 후기 글 남다 때', '마이 펫 플러스 를 통한 임 꼭 밝히다 것 저희 마이 펫 플러스 동물병원 비용 부담스럽다 제때 치료받다 못 방치 되다 유기 되다 동물 숫자 줄이다 보다 취지 운영 되다 있다 대다수 동물병원 지방 쪽 이 할인 되다 비용 공개 하다 꺼리다', '마이 펫 플러스 입점 자체 거부 있다 마이 펫 플러스 더욱 힘내다 하다 수 있다 보호자 응원 힘 보태 줄다 저희 마이 펫 플러스 위 보호자 응원 필요하다', '마이 펫 플러스 역할 바가지 요금 걱정 동물병원 별 합리 저렴하다 가격 비교 가능 연륜 경험 풍부하다 장님 입점 비용 낮다', '의료 퀄리티 높다 수술 프로세스 투명 공개 전 프로세스 사전 확인 가능 서울시 수의사 협회', '마이 펫 플러스 제휴 병원 탈퇴 협박 공문 관련 기사 동물병원 비용 합리 기준', '유기견 유기묘 예방 기초 만들다 가다 반려동물 전문 소셜 마이 펫 플러스 반려 인과 반려동물 권리 지키다 가다 정', '대퇴골 수술 받다 애가 뒷다리 들다 걸 때 잦다 슬개골 탈구 구나 하다 슬개골 대퇴골 문제 있다 대퇴골 수술 받다 권유 하다 비용 진짜 말 안되다 비싸다 강사 모랑 이렇다 쪽 알아보다 마이 펫 플러스 알 되어다 저렴하다 수술 받다 원장 경험 많다 보다 알다 설명 해주다 것 이해 하다 쉬다 해주다 수술 자다 돼다 감사하다 염', '수술 후기 어리다 때 부터 뒷다리 절뚝거려 슬개골 탈구 줄 알다 대퇴골 문제 기존 병원 진단 받다 되어다 나이 어리다 조금 더 지켜보다 하다 애가 더 안 걸다 하다 수술 하다 쪽 가닥 잡다 돼다 기존 병원 수술 비 비싸다 인터넷 알아보다 마이 펫 플러스 알 되어다 상품 구매 후 내 원하다 수술 하다 돼다 수술 자다 돼다 이제 캣타워 같다 곳도 곧 자다 올라가다 강', '후기 동네 관절 탈구 수술 권유 하다 알아보다 마이 펫 플러스 알 되다 우리 동물병원 수술 하다 이제 자다 걸다 다니다 선생님 친절하다 박', '친절하다 원장', '괜찮다 병원 원래 다니다 가깝다 병원 수술 하다 하다 하다 가격 부담스럽다 걱정 돼다 다리 전문 병원 알아보다 마이 펫 플러스 알 돼다 인터넷 구매 하다 가다 의심 되다 기도 하다 병원 문의 하다 때 친절하다 또 병원 괜찮다 것 같다 결정 하다 돼다 동물 관련 카페 문의 하다 때 혈액 검사', '엑스레이', '호흡 마취', '후 처치', '내복약', '발사 등 있다 나쁘다 않다 좋다 가격 판단 내려지다 통화 하다 때 느낌 좋다 역시 느낌 이란 맞다 때 많다 것 같다 수술 자다 돼다 지금 건강하다 뛰어다니다 회복 빠르다 편이 심하다 김', '후기 늦다 동네 병원 포메 여', '살 양쪽 뒷다리 슬개골 수술 필요하다 하다 수술 하다 병원 여기저기 알아보다 남편 마이 펫 플러스 발견 하다', '우리 동물병원 수술 받다 되어다 소셜 걱정 있다 게 사실 마이 펫 플러스 만들어지다 이유 알 되어다 맘 열다 사이트 찬찬하다 둘러보다 되어다 강아지 말로 소통 하다 수 있다 게 아니다', '수술 미용 걱정 앞서다', '불안하다 게 수가 없다 원장 경력', '경험 많다 분', '여쭈다 보다 것 친절하다 구체 알다 혹 수술 고민 분 있다 우리 동물병원 원장 추천 추천 원장', '회복 상위 해주다 팥', '자다 지내다 있다 항상 감사 드리다']"
28,"['수술 자다 받다 수술 받다 달 정도 지나 후기 남기다 십자 인대 파열 진단 받다 후 금전 부담 노령견 걱정 많다 마이펫 좋다 의사 선생님 덕분 지금 자다 걸다 다니다 감사하다 이', '수술 받다 오다 십자 인대 파열 수술 자다 받다 오다 경력 있다 원장 좋다 말씀 완벽하다 수술 감사하다 마이 펫 플러스 덕분 좋다 병원 저렴하다 수술 하다 정말 감사하다 허다', '친절하다 원래 자다 안 뛰어다니다 애 그날 따르다 기분 좋다 갑자기 침대 뛰다 내리다 이후 다리 절뚝 거려 삔줄 알다 십자 인대 파열 이르다 상품 구매 하다 수술 진행 하다 수술 자다 돼다 원장 상당하다 친절하다 간호사 친절하다 수술 전 설명 좋다 수술 후 설명 좋다 허다', '슬개골 줄 알 가다 십자 대다 술 받다 다리 절 다니다 슬개골 줄 알 병원 방문 하다 선생님 십자 대다 하다 되다 그렇다 십자 인대 재건 술 받다 오다 수술 초기 막 뛰어다니다 않다 자다 걷다 있다']"
29,"['수술 이제 자다 걸다 뒷다리 한쪽 슬개골 기구 쪽 기여 양쪽 하다 지금 수술 한지 주 조금 넘다 자다 걸다 다니다 붕대 익숙하다 하루 정도 다리 들다 이제 붕대 풀 걷기 시작 하다 친절하다 진료 보다 감사하다 다음 또 방문 하다 오', '정말 감사 드리다 원장 이제 다리 안 절뚝 거리 자다 걸다 다니다 정말 감사 드리다 앞 아프다 않다 자다 걸다 좋다']"
30,"['슬개골탈구 수술 최고 이다 병원 슬개골탈구 시간 과시 자인 파열 가능성 있다 급하다 수술 결심 하다 문제 양쪽 다리 술시 비용 크다 수술 여기저기 알아보다 중 닥터 펫 동물 의료 센터 알 되어다 수술 결정 하다 수술 후 퇴원 하다 일전 실밥 풀 지금 다리 아프다 기전 상태 돌아가다 아주 뛰어다니다 무엇 크다 수술 걱정 하다 의사 선생님 시원시원하다 답변 신뢰 되어다 슬개골 수술 주변 잘알다 돤 경우 몇번 보다 저렴하다 비용 수술 되다 강남 병원 있다 어메이징 하다 감사하다 박', '닥터 펫 진짜 강 추하다 달 정도 전 우리 이 슬개골 탈구 수술 받다 살 안되다 애가 깨방정 수술 받다 정도 다리 아프다 허리 힘 많다 등 굽히다 걸다 걱정 하다 지금 정말 되다 싶다 정도 뛰다 예전 깨방정 사고뭉치 돌아오다 허리 자다 피고 걷다 중성 이 병원 하다 유치 발치 하다 때 모두 병원 받다 원래 수술 하다 알다 별 뛰다 늘다 보다 정말 원장 명의 맞다 하다 생각 하다 간호사 선생님 입 짧다 때문 입원 기간 동안 손 가다 정성 자다 보다 감사하다 저렴하다 비용 수술 자다 받다 완쾌 되어다 믿음 가다 가성 비 좋다 영상 올리다 있다', '수술 고민 하다 분 애기 뛰다 노 모습 보이다 드리다 싶다 정도 믿다 맡다 되다 같다 닥터 펫 의원 마이 펫 플러스 모두 감사 드리다 앞 꾸준하다 이용 하다 달', '슬개골 몇 년 전 왼쪽 슬개골 수술 받다 최근 오른쪽 절 혹시 모르다 기존 병원 데려가다 또 슬개골 탈구 그때 수술 받다 힘들다 하다 여기다 아니다 같다 인터넷 것 것 알아보다 닥터펫 슬개골 수술 받다 가격 진짜 저렴하다 좋다 그 가격 안 다양하다 검사 진행 해주다 것 좋다 예전 수술 끝나다 힘들다 하다 이번 수술 끝내다 컨디션 좋다 보이다 감사하다 젠 아프다 달']"
31,"['나루 후기 견 묘 종 말티즈 나이 몸무게 암수 암 거주지 시 구 저희 강아지 슬개골탈구 판정 받다 이 병원 아니다 다른 동물병원 받다 수술 비용 비싸다 여기 마펫 다른 동물병원 비싸다 제 의심 워낙 많다 그냥 나루 동물병원 선택 하다 저렴하다 의심 되다 그렇다 아니다 생가 하다 수술 결과 만족스럽다 다른 동물 비다 에 찍다 엑스레이 사진 들다 가다 어차피 여기 다시 찍다 수술 진행 지다 얼마 되다 않다 스스로 걸다 노력 하다 것 보다 자다 되다 것 같다 절뚝 거리 건 있다 수술 전이 다른 느낌 앞 경과 기대 되다 감사하다 원장 이', '수술 진짜 하다 것 같다 제 수술 내용 정확하다 알 길다 없다 아이 회복 빠르다 자다 되다 있다', '전공 셔 런가 외과 쪽 정말 하다 것 같다 강아지 진짜 사랑 하다 게 느껴지다 친절하다 감사하다 마이 펫 플러스 안녕하다 합리 동물병원 비용 기준 유기견 유기묘 예방 기초 만들다 마이 펫 플러스 이다 앞 마이 펫 플러스 응원 해주다 바라다 마이 펫 플러스 이용 하다 후 후기 글 작성 시 선물 증정 분 드림 이용 하다 업체 대한 후기 글 나 블로그 카페 커뮤니티 등 정보 공유 해주시', '해당 글 간단하다 평 마펫 이용 하다 업체 상품 평 후기 남기다 선물 보내다 드리다 저희 마이 펫 플러스 동물병원 비용 부담 제때 치료받다 못 방치 되다 유기 되다 동물 숫자 줄이다 보다 취지 운영 되다 있다 은 많다 동물병원 가격 공개 가격 인하 대해 거부 감 많다 병원 제휴 어려움 있다 나 지방 쪽 병원 협조 쉬다 않다 제휴 더디다 있다 마이 펫 플러스 더 노력 하다 수 있다 보호자 응원 힘 보태 시기 바라다', '마이 펫 플러스 이용 방법 상품 구매 후 상품 인증 번호 병원 전화번호 문자 확인', '전화 예약 필수 평일 최소 원 전', '주말 주전 만약 수술 불가 및 단순 변심 상품 구매 문의 환불 청주시 환불 가능하다 병원 상품 함 수술 비용 마이 펫 플러스 구매 하다 때 특별하다 사항 없다 추가 비용 이용 가능하다 금액 이다 수술 부위 다르다 검사 및 상담 후 수술 보류', '추가 처치 및 검사', '처방 일수 등 추가 사항 있다 경우 비용 별도 발생 하다 있다 보호자 동의 진행 되다 마이 펫 플러스 있다 가능하다 합리 저렴하다 동물병원 가격 비교 구매 병원 예약 후 이용 연륜 경험 풍부하다 원장 진료 가격 낮다 의료 퀄리티 높아지다 바가지 요금 걱정 투명하다 수술 프로세스 사전 확인 비교 수술 비 저렴하다 수술 대충 해주다 저가 재료 쓰다 않다 병원 결제 마이 펫 플러스 구매 해주다 때 마이 펫 플러스 사이트 유지 되다 수 있다 김', '수술 무척 자다 돼다 광진구 유독 동물병원 비싸다 애기 데리 다른 지역 가야 하나 걱정 이다 마이 펫 플러스 검색 하다 보고 나루 동물병원 오다 서울대 하다 안심 되다 수의사 친절하다 수술 자다 되다 추천 하다 김', '안심 되다 병원 추천 하다 수술 전문 병원 그동안 발품 팔다 병원 알아보다 선택 수술 하다 아주 자다 결정 같다 수술 되어다 조심 스레 회복 단계 나아지다 눈 보이다 병원 크기 깨끗하다 정돈 보시 들다 저 안심 하다 원장 정말 친절하다 서다', '강아지 수술 잘됏어 외과 전공 시라 나오다 있다 상담 가다 전문 셔 믿다 바로 수술 결정 하다 수술 자다 돼다 지금 회복 중 회복 빠르다 편이 하다']"
32,"['감사하다 선천 대퇴골 괴사 이다 자다 수술 하다 주다 지금 자다 뛰다 다니다 고맙다 임', '수술 자다 돼다 아예 들다 다니다 다리', '이제 절뚝 네 발 사용 하다 하다 감사하다 유', '관절 이형성 증 동네 병원 군데 다니다 수술 이르다 하다 아이 상태 넘다 아니다 같다 여기 수술 받다 검사 선생님 심각하다 하다 바로 구입 후 일주일 뒤 수술 하다 입원 아이 상태 안좋다 더 입원 하다 집 있다 상태 보다 이틀 지나 데려오다 넘다 싸다 입원 시키다 매일 매일 되다 걱정 하다 지금 퇴원 집 오다 걷기 시작 하다 전 다리 아프다 않다 같다 더 지켜보다 지금 넘다 만족하다 걷다 하다 걸다 넘다 감사 드리다 이', '대퇴골 후기 수술 한지 얼마 되다 않다 수술 자다 끝내다 밥 자다 먹다 있다 얼른 더 건강하다 네 발 걷다 모습 보고 싶다 최', '다리 수술 무사하다 마치 자다 걷다 자다 뛰다 한번 다리 절길 슬개골탈구 줄 알 병원 데려가다 자인 재건 하다 하다 하다 평소 보다 두다 마이펫 근처 노아 동물병원 결제 가다 병원 모두 친절하다 병원 깔끔하다 위생 것 같다 맘 들다 수술 자다 돼다 입원 시키다 가슴 아프다 자다 돌보다 안심 돼다 이', '수술 경과 좋다 이름 생소하다 수술 또 크다 수술 하니 걱정 되다 마음 검색 하다 마이 펫 플러스 알 돼다 광고 이다 믿다 수 있다 걱정 돼다 후기 좋다 가격 좋다 강아지 수술 받다 때 맘 졸이다 수술 경과 좋다 선생님 친절하다 선택 하다 하다 생각 들다 추천 하다 김', '지금 회복 중이 입원 마치 집 오다 회복 이다 원래 다른 병원 가다 거기 부담 되다 금액 부르다 바람 검색 하다 이 가격 저렴하다 보이다 정도 이다 혹시 하다 의구 심다 있다 질문 같다 것 성실하다 답 해주다 보고 수술 결정 하다 수술 되다 무사하다 회복 이다 최', '믿다 있다 병원 요 원장 경험 풍부하다 게다가 무척 친절하다 여기 알 되다 다행 같다 아이 수술 되어다 마음 편하다 자다 회복하다 있다 봄날 기다리다 지네 이렇다 병원 많아지다 좋다 김', '추천 하다 사실 몇 달다 수술 받다 선생님 권유 있다 비용 망설이다 가깝다 곳 좋다 병원 친구 소개 해주다 과 감히 수술 시키다 다행하다 회복 속도 예상 빠르다 창츠로 기대 되다 친구 한턱 고도 기분 아주 좋다 추천 하다 민', '여기 가세 우리 아이 다리 아프다 아이 여기 가세 수술 되다 되다 비용 세이브 하다 원장 직원 친절하다 자다 보다 토', '아주 만족스럽다 세심 사전 검사 자세하다 설명 들다 저 안심 되다 아이 모르다 설명 들다 편안하다 표정 요 걱정 되다 수술 아주 되어다 무척 다행 이다 좋다 가격 대차 고마움 느끼다 병원 원장 가격 모두 만족하다']"
